_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1752921,PAA220178,JEWISH COMMUNITY CENTER - 261 ROSECREST DR,,VERONA,15147,1250,975,AWJ CONTRACTING,REMOVE BOYS/GIRLS LOCKER ROOM FLOOR TILE AND MASTIC,4000,f,2022-03-13,2022-03-28,JOE YAKUBISIN,f,f,2022-03-28,PAA,EXPIRED,40.4959840232538,-79.8477605795917
1752922,DEM220233,CITY OF MCKEESPORT REGULATED PROPERTY,410  ERIE ST,MCKEESPORT,15132,,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,AARON MAKATURA,f,f,2023-10-23,DEM,COMPLETE,40.3503718436091,-79.8738556882164
1752923,DEM190314,VACANT RESIDENCE,541  SHAW AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM FOUND. DEMOLISH STRUCT AND GRADE LOT,900,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3496756257705,-79.8604063800736
1752924,DEM190315,VACANT RESIDENCE,1407  PATTERSON AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM FOUND. DEMOLISH STRUCT AND GRADE LOT,900,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.343360515615,-79.837650663966
1752925,DEM190224,VACCANT RESIDENCE,7009  FRANKSTOWN AVE,PITTSBURGH,15208,0,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ACM IDENTIFIED,700,f,2019-07-10,2019-07-20,MARC ITKIN,t,f,2019-07-20,DEM,COMPLETE,40.458367827884,-79.9005231278957
1752926,DEM190225,VACANT RESIDENCE,7  BRIGGS ST,PITTSBURGH,15234,0,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ACM IDENTIFIED,800,f,2019-07-10,2019-01-20,MARC ITKIN,t,f,2019-01-20,DEM,COMPLETE,40.3850818186017,-79.9970656265082
1752927,DEM200228,VACANT RESIDENCE,2115  PERRYSVILLE AVE,PITTSBURGH,15214,0,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ACM IDENTIFIED,,f,2020-03-12,2020-03-22,ELIZABETH LETURGEY,t,f,2020-03-22,DEM,COMPLETE,40.4639916686553,-80.0116206228794
1752928,DEM210184,CITY OF PGH CONTROLLED PROPERTY - 385 MADELINE ST,,PITTSBURGH,15206,0,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ACM IDENTIFIED,,f,2021-10-29,2021-11-29,CALI FEENEY,t,f,2021-11-29,DEM,COMPLETE,40.4635841005534,-79.9368308315931
1752929,DEM220074,,7  PERLICK ST,ETNA,15223,0,,,NO ACM IDENTIFIED,,f,2022-05-24,2023-05-23,NICHOLAS DELPHIA,f,f,2023-05-23,DEM,COMPLETE,40.5000299539999,-79.9493689603542
1752930,DEM220171,COUNCIL OF GOVERNMENTS REGULATED PROPERTY,401  BRUCE ST,MCKEES ROCKS,15136,0,,,NO ACM IDENTIFIED,,f,2022-09-13,2023-09-12,CARL DETTLINGER,f,f,2023-09-12,DEM,COMPLETE,40.4686768472531,-80.0658028960638
1752931,DEM190306,VACANT RESIDENCE,2116  CRONEMEYER AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED - DEMOLISH STRUCTURE & GRADE LOT,800,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3543470975147,-79.8400028996046
1752932,PAA210462,MILL BUILDING,300 MIFFLIN RD,PITTSBURGH,15207,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE ROOFING FROM MILL OFFICE/STORAGE BUILDING,1000,f,2021-08-30,2021-10-30,JOE YAKUBISIN,t,f,2021-10-30,PAA,COMPLETE,40.390426332603,-79.9320237835036
1752933,PAA170324,CLAIRTON SEWAGE TREATMENT PLANT - DIGESTER ROOF,1 N STATE ST,CLAIRTON,15025,850,944,"NEUMEYER ENVIRONMENTAL SERVICESS, INC.",REMOVE ROOFING FROM THE LOWER ROOF ON THE DIGESTER BUILDING,1350,f,2017-06-15,2017-07-31,JOE YAKUBISIN,t,f,2017-07-31,PAA,COMPLETE,40.3043906191472,-79.8828530182617
1752934,PAA170440,USS-ET PLANT-UTILITY SHED-13TH ST & BRADDOCK AVE,,BRADDOCK,15104,850,901,"ABMECH ACQUISITIONS, LLC",REMOVE ROOFING FROM UTILITY BUILDING,1056,f,2017-08-16,2017-09-16,JOE YAKUBISIN,t,f,2017-09-16,PAA,COMPLETE,40.4063524501722,-79.8760700242801
1752935,DEM180163,MOBILE MONITORING TRAILER,415  HARPER DR,MONROEVILLE,15146,0,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE ROOFING MATERIAL,96,f,2018-12-17,2019-06-30,JOE YAKUBISIN,t,f,2019-06-30,DEM,COMPLETE,40.4502587810417,-79.7706423774298
1752936,PAA210554,VACANT COMMERCIAL STRUCTURE,4778  MCKNIGHT RD,PITTSBURGH,15237,1850,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE ROOFING MATERIAL; MAIN FLOOR AREA FLOOR TILE & MASTIC; AND PIPE INSULAITON UNDERNEATH INTERIOR ROOF,18665,f,2021-10-25,2022-10-25,JOE YAKUBISIN,t,f,2022-10-25,PAA,COMPLETE,40.5228825500581,-80.0049432338017
1752937,PAA220179,VACANT RESIDENCE,7218  SUSQUEHANNA ST,PITTSBURGH,15208,850,964,"HILLTOP RISING, LLC",REMOVE ROOFING MATERIALS,1000,f,2022-04-13,2022-04-20,JOE YAKUBISIN,f,f,2022-04-20,PAA,EXPIRED,40.453272272729,-79.8975330112008
1752938,PAA204117,611 DUQUESNE WAY,,RANKIN,15104,1250,924,HUNT VALLEY ENVIRONMENTAL,REMOVE ROOFING ON GARAGE BAY 1 AND COLD GARAGE; FLOOR TILE FROM COLD STORAGE; RIGHT REAR AND BATH HALL; RIGHT UNIT AND FLOORING FROM KITCHEN; BATH LEFT UNIT,3198,f,2020-02-21,2020-06-01,JOE YAKUBISIN,t,f,2020-06-01,PAA,COMPLETE,40.4152440249349,-79.8858848109285
1752939,PAA180038,1516.5 FORSYTHE STREET - PITTSBURGH; PA,1516  FORSYTHE ST,PITTSBURGH,15212,450,951,"FIVE STAR CONSTRUCTION, INC.",REMOVE ROOFING ON MAIN ROOF,400,f,2018-01-15,2018-02-05,JOE YAKUBISIN,t,f,2018-02-05,PAA,COMPLETE,40.4706849627755,-80.0340274797003
1752940,PAA190392,NEVILLE CHEMICAL COMPANY,2800 NEVILLE RD,NEVILLE,15225,450,944,"NEUMEYER ENVIRONMENTAL SERVICESS, INC.",REMOVE ROOFING PAPER/TAR ON TOP OF BUILDING AND ON GROUND,505,f,2019-06-13,2019-07-13,JOE YAKUBISIN,t,f,2019-07-13,PAA,COMPLETE,40.502210017789,-80.1013925134527
1752941,PAA220329,CITIZEN'S BANK,8050  PEEBLES RD,MCCANDLESS,15237,1550,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE BREAKROOM SINK COATING; FLOOR TILE & MASTIC AND DRYWALL JOINT COMPOUND THROUGHT 1ST FLOOR AND  PIPE ELBOW INSULATION ABOVE CEILINGS,5118,f,2022-07-27,2022-09-09,JOE YAKUBISIN,f,f,2022-09-09,PAA,EXPIRED,40.5565313019627,-80.0186114758123
1752942,PAA194722,VACANT RESIDENCE,612  EASTMAN ST,WEST MIFFLIN,15122,0,938,TRITON HOLDINGS,REMOVE BROWN AND GREEN FLOOR TILE/MASTIC FROM BASEMENT WASHROOM & MASTIC FROM BASEMENT,435,f,2019-09-30,2020-09-30,JOE YAKUBISIN,t,f,2020-09-30,PAA,COMPLETE,40.3835160210091,-79.8781509671232
1752943,PAA190203,VACANT RESIDENCE,4012  LIBERTY AVE,PITTSBURGH,15224,850,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE BROWN FLOORING FROM FIRST FLOOR; MIDDLE AREA & PILE OF ROOFING DEBRI FROM WEST SIDE OF HOUSE,1830,f,2019-04-11,2020-04-10,JOE YAKUBISIN,t,f,2020-04-10,PAA,COMPLETE,40.4627326440965,-79.9566252412626
1752944,PAA200382,PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206,1850,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE BROWN MASTIC UNDER RESTROOM WALL TILES ON FLOORS 10-22,12500,t,2020-08-05,2021-08-04,JOE YAKUBISIN,t,f,2021-08-04,PAA,COMPLETE,40.4792836714371,-79.9194305636669
1752945,DEM190230,9116 OAK STREET,,PLUM,15239,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE BUILDING AWNING ROOF TAR AND GARAGE CEMENT BOARD DEBRIS,125,f,2019-02-11,2019-02-28,JOE YAKUBISIN,t,f,2019-02-28,DEM,COMPLETE,40.4921455851806,-79.7848283940866
1752946,PAA204588,FORMER PIZZA HUT,1112  WASHINGTON PIKE,BRIDGEVILLE,15017,450,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE BUILT-UP ROOFING,400,f,2020-12-23,2021-12-22,JOE YAKUBISIN,t,f,2021-01-31,PAA,COMPLETE,40.3672941381308,-80.1040979348749
1752947,PAA190608,PAA HOTEL,4215  5TH AVE,PITTSBURGH,15213,1550,934,"SPECIALIZED INDUSTRIES, INC.",REMOVE BUILT-UP ROOFING AND FLASHING ON FLAT ROOF,6900,f,2019-09-03,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,PAA,COMPLETE,40.4449467946505,-79.9545910766386
1752948,PAA190063,PITTSBURGH STUDENT ACHIEVEMENT CENTER,925 BRUSHTON AVE,PITTSBURGH,15208,1850,938,TRITON HOLDINGS,REMOVE BULETIN/CHALK BOARDS & MASTIC FROM ROOMS 100; 105; 211; 320B; & 333; WALL & CEILING PLASTER FROM ROOMS 100; 115; 118; 119; 119A; 200; 200B; 211; 214B; & 220; AND CONTAMINATED CEILING TILE & TRACK FROM ROOM 118,13391,t,2019-05-21,2020-05-21,JOE YAKUBISIN,t,f,2020-05-21,PAA,COMPLETE,40.456362122111,-79.8883950943849
1752949,DEM190217,VACANT RESIDENCE,212 CHAMBERS ST,CLAIRTON,15025,0,915,DJ DEMO COMPANY,REMOVE CALUKING FROM FRONT/BACK DOORS,90,f,2019-07-08,2019-10-31,MARC ITKIN,t,f,2019-10-31,DEM,COMPLETE,40.2977022966367,-79.8777700969818
1752950,PAA170489,GENERAL WIRE SPRING COMPANY,1101 THOMPSON AVE,PITTSBURGH,15136,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE ROOFING/FLASHING ON ROOFS H; J; M,5835,t,2017-09-11,2017-10-30,JOE YAKUBISIN,t,f,2017-10-30,PAA,COMPLETE,40.4619845844121,-80.0684135452312
1752951,PAA220143,802 MARTHA STREET,,HOMESTEAD,15120,1500,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE ROOFING; 2ND FLOOR WINDOW GLAZING & EXTERIOR VENT CAULKING,5011,t,2022-03-25,2022-09-02,JOE YAKUBISIN,t,f,2022-09-02,PAA,COMPLETE,40.4089303296002,-79.9180141963817
1752952,PAA170400,640 MILLER AVENUE,640  MILLER AVE,CLAIRTON,15025,850,915,DJ DEMO COMPANY,REMOVE ROOFING; 9X9 BROWN FLOOR TILE & YELLOW FLOOR COVERING ON SECOND FLOOR,1849,f,2017-07-21,2017-07-28,JOE YAKUBISIN,t,f,2017-07-28,PAA,COMPLETE,40.2913992655477,-79.8837860111118
1752953,PAA220202,DUQUESNE UNIVERSITY RANGOS HALL - 600 FORBES AVE,,PITTSBURGH,15213,400,912,"CARL FRANK INDUSTRIES, INC.",REMOVE ROOM 334 VAT & MASTIC,663,t,2022-05-02,2022-12-15,ELIZABETH LETURGEY,t,f,2022-12-15,PAA,COMPLETE,40.4382227596723,-79.9722482304526
1752954,UND220074,CITY OF MCKEESPORT REGULATED PROPERTY,3510  MAYFAIR ST,MCKEESPORT,15132,0,,,REMOVE ROYER VINYL FLOORING AND MASTIC,120,f,2022-10-24,2023-10-31,AARON MAKATURA,f,f,2023-10-31,UND,COMPLETE,40.3394496491889,-79.8357171455381
1752955,PAA210078,EASTMAN CHEMICALS RESIN - STATE HIGHWAY 837,,JEFFERSON HILLS,15025,450,947,"GEO V. HAMILTON, INC.",REMOVE SAFETY LOCKER ROOM FLOOR TILE,315,t,2021-03-01,2021-03-31,JOE YAKUBISIN,t,f,2021-03-31,PAA,COMPLETE,40.3099635698636,-79.9762854565138
1752956,PAA210029,EASTMAN CHEMICAL RESINS INC - STATE HIGHWAY 837,,JEFFERSON HILLS,15025,450,947,"GEO V. HAMILTON, INC.",REMOVE SAFETY ROOM FLOOR TILE,465,t,2021-01-25,2021-02-28,JOE YAKUBISIN,t,f,2021-02-28,PAA,COMPLETE,40.3099635698636,-79.9762854565138
1752957,DEM210055,WILLI'S SKI & BOARD SHOP,4163  WILLIAM PENN HWY,MONROEVILLE,15146,0,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE SECOND FLOOR STORAGE ROOMS 1 & 2 FLOOR TILE,90,f,2021-04-19,2021-04-20,ELIZABETH LETURGEY,t,f,2021-04-20,DEM,COMPLETE,40.4393776641301,-79.7649106659512
1752958,PAA190573,SAINT MARGARET'S HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,850,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE SHEET FLOORING AND FLOOR MASTIC FROM 1ST FLOOR PHARMACY,1800,t,2019-08-22,2020-08-20,JOE YAKUBISIN,t,f,2019-12-30,PAA,COMPLETE,40.4891554087612,-79.8955063177289
1752959,DEM190307,VACANT RESIDENCEW,3008  CRONEMEYER AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED - DEMOLISH STRUCTURE & GRADE LOT,800,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.360058621209,-79.8323228088963
1752960,DEM190184,VACANT RESIDENCE,1308  HAMILTON ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-06-17,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,40.3441741606939,-79.8443685587803
1752961,DEM190187,VACANT RESIDENCE,1314  HAMILTON ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-06-17,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,40.3439211566505,-79.8443621516988
1752962,DEM190194,VACANT RESIDENCE,1308  EVANS AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-06-10,2019-06-14,MARC ITKIN,t,f,2019-06-14,DEM,COMPLETE,40.343920957368,-79.849377365912
1752963,DEM190195,VACANT RESIDENCE,1601  EVANS AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,800,f,2019-06-10,2019-06-14,MARC ITKIN,t,f,2019-06-14,DEM,COMPLETE,40.3416970439582,-79.8493559438042
1752964,DEM190202,VACANT RESIDENCE,3015  AUBERLE ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-06-17,2019-06-24,MARC ITKIN,t,f,2019-06-24,DEM,COMPLETE,40.3603193181585,-79.8305059181698
1752965,DEM190203,VACANT RESIDENCE,3040  AUBERLE ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED – DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-06-17,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,40.3609083101083,-79.8296062317878
1752966,UND190185,RESIDENCE,2580  GIANT OAKS DR,UPPER ST CLAIR,15241,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE & UNDERLAYMENT IN ENTRANCE WAY; HALLWAY; FIRST & SECOND FLOOR BATHROOMS,162,t,2019-08-30,2019-10-25,JOE YAKUBISIN,t,f,2019-10-25,UND,COMPLETE,40.3199290813048,-80.0918568488619
1752967,PAA214105,VACANT RESIDENCE,611 ROUP ST,TARENTUM,15084,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR TILE &MASTIC FROM 1ST FLOOR KITCHEN; MIDDLE & LIVING ROOMS AND 2ND FLOOR REAR ROOM; HALL & BATHROOM,1075,f,2021-03-04,2022-03-03,JOE YAKUBISIN,t,f,2022-03-03,PAA,COMPLETE,40.6070379845159,-79.7512792910249
1752968,PAA200342,STANDARD FORGE PRODUCTS,75 NICHOL AVE,MCKEES ROCKS,15136,450,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE ROOF FELT FROM U1 BAY ROOF,675,t,2020-07-13,2020-08-30,JOE YAKUBISIN,t,f,2020-08-30,PAA,COMPLETE,40.476458693138,-80.0607623836998
1752969,PAA190774,PNC BANK,401 BEAVER ST,SEWICKLEY,15143,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE ROOF FLASHING,500,t,2019-12-05,2019-12-30,JOE YAKUBISIN,t,f,2019-12-30,PAA,COMPLETE,40.5413881486084,-80.1815688376032
1752970,PAA210327,KRAMER BUILDING,69 S 20TH ST,PITTSBURGH,15203,1250,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE ROOF FLASHING,4400,t,2021-06-16,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.4297102529217,-79.9768603819686
1752971,PAA170580,563 NAPOR BLVD,563 NAPOR BLVD,PITTSBURGH,15205,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE ROOF FLASHING & WHITE CAULKING ON EXTERIOR PANELS,430,t,2017-10-27,2018-10-27,JOE YAKUBISIN,t,f,2018-10-27,PAA,COMPLETE,40.4438014032736,-80.0876997031971
1752972,DEM210071,FORMER AUTO SHOP - 4437 OHIO RIVER BOULEVARD,,BELLEVUE,15202,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE ROOF FLASHING AND COMPRESSOR ROOM WALL MSTIC,142,f,2021-05-28,2021-06-03,MARC ITKIN,t,f,2021-06-03,DEM,COMPLETE,40.4928892561534,-80.0632289807177
1752973,PAA224301,U-HAUL BUILDING,1130 WASHINGTON BLVD,PITTSBURGH,15206,450,938,TRITON HOLDINGS,REMOVE ROOF FLASHING AND HARD BLACK TAR CAP AND EXTERIOR OFFICE DOOR CAULKING,434,f,2022-07-08,2022-08-31,JOE YAKUBISIN,t,f,2022-08-31,PAA,COMPLETE,40.4654606544334,-79.907160526656
1752974,PAA200235,PITTSBURGH NDC - 300 BRUSH CREEK ROAD - WARRENDALE,,,15090,450,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE GYPSUM BOARD FROM RESTROOM PAIR,695,t,2020-05-04,2020-05-07,JOE YAKUBISIN,t,f,2020-05-07,PAA,COMPLETE,40.6068295967,-80.0525177873121
1752975,UND190142,CHESWICK CHRISTIAN ACADEMY,1407  PITTSBURGH ST,CHESWICK,15024,0,905,"BLT CONTRACTING, INC.",REMOVE HALLWAY CEILING PLASTER,125,t,2019-07-30,2019-10-31,JOE YAKUBISIN,t,f,2019-10-31,UND,COMPLETE,40.5418328489638,-79.8003278857692
1752976,UND190086,RESIDENCE,2009  OAK ST,CLAIRTON,15025,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE HEAT SHIELD IN CEILING ABOVE FURNACE IN BASEMENT,10,t,2019-04-26,2019-06-28,JOE YAKUBISIN,t,f,2019-06-28,UND,COMPLETE,40.2898104178483,-79.9266538717938
1752977,PAA190715,PASSAVANT HOSPITAL - 9102 BABCOCK BOULEVARD,,PITTSBURGH,15237,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE CARPET CC AND FLOOR MASTIC FROM T BUILDING 1103 BUSINESS OFFICE; 1106 WAITING ROOM AND CORRIDOR,570,t,2019-10-31,2019-11-30,JOE YAKUBISIN,t,f,2019-11-30,PAA,COMPLETE,40.5299208523154,-80.0427753290985
1752978,PAA170632,AHN-4 ALLEGHENY CTR  4TH FL CARD READER,,PITTSBURGH,15212,850,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE CARPET; VCT; & BLACK MASTIC THORUGHT THE 4TH FLOOR; CARD READER AREA,3200,t,2017-11-20,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.483602079867,-80.0488610192284
1752979,UND190116,ROOSEVELT ELEMENTARY SCHOOL PRE-K - 1,200 THE BOULEVARD ST,PITTSBURGH,15210,0,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE CAULKING AND TAR; JOINT CAULKING & CAULKING SEAMS AROUND MULTI-PURPOSE ROOM 101 AND CAULKING FROM SEAMS OF BUILDING PERIMEER SOFFIT PANELS AND MAIN ENTRANCE ALUMINUM PANEL SEAMS.,334,f,2019-06-19,2019-08-15,JOE YAKUBISIN,t,f,2019-08-15,UND,COMPLETE,40.4010992698652,-79.9857362797262
1752980,PAA180325,BEECHWOOD ELEMENTARY SCHOOL,810 ROCKLAND AVE,PITTSBURGH,15216,850,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE CAULKING FROM BRICK PARAPET WALLS MAIN ROOF & ABOVE METAL COUNTER FLASHING MAIN ROOF; WINDOW CAULKING/GLAZING & DOOR CAULKING ALL ELEVATIONS,247,f,2018-08-13,2018-08-31,MARC ITKIN,t,f,2018-08-31,PAA,COMPLETE,40.4146435042877,-80.020564861816
1752981,PAA194028,4 W NORTH AVENUE,4 W NORTH AVENUE,PITTSBURGH,15212,850,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE CAULKING; FLASHING & ROOFING,1500,f,2019-01-09,2020-01-08,JOE YAKUBISIN,t,f,2020-01-08,PAA,COMPLETE,40.483602079867,-80.0488610192284
1752982,PAA194029,VACANT COMMERCIAL BUILDING,6 W NORTH AVE,PITTSBURGH,15212,850,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE CAULKING; GLAZING & ROOFING,1500,f,2019-01-09,2020-01-08,JOE YAKUBISIN,t,f,2020-01-08,PAA,COMPLETE,40.4556188811861,-80.006952719094
1752983,UND220030,BETTIS ATOMIC POWER LAB - CY SUBSTATION,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,0,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE CAULKING; PUTTY; WIRING; AND FIBERBOARD,26,f,2022-05-23,2023-05-23,JOE YAKUBISIN,f,f,2023-05-23,UND,COMPLETE,40.3572354645406,-79.8991410934409
1752984,PAA210324,MERCY HOSPITAL - ROOM 4052,1400 LOCUST ST,PITTSBURGH,15219,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE CC CARPET AND FLOOR MASTIC,193,t,2021-06-16,2021-06-30,JOE YAKUBISIN,t,f,2021-06-30,PAA,COMPLETE,40.4360439740714,-79.9854587006851
1752985,PAA190595,MAGEE WOMEN'S HOSPITAL,300 HALKET ST,PITTSBURGH,15213,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE CC CARPET; FLOOR TILE & MASTIC ON 1700 WING IN ROOMS 1727; 1731 & 1733,735,t,2019-08-28,2019-09-30,JOE YAKUBISIN,t,f,2019-09-30,PAA,COMPLETE,40.4369746546783,-79.960823450374
1752986,PAA214173,WHITE OAK BOROUGH PROPERTY,606 NEW JERSEY ST,WHITE OAK,15131,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE SHEET FLOORING IN 2ND FLOOR BEDROOM CLOSET; DUCTWORK WRAP IN 1ST FLOOR LIVING ROOM AND FLOOR TILE IN 1ST FLOOR KITCHEN,222,f,2021-04-09,2022-04-08,JOE YAKUBISIN,t,f,2022-04-08,PAA,COMPLETE,40.3603300830546,-79.8245946932374
1752987,PAA190438,FORMER MASONIC TEMPLE,338 E 9TH AVE,HOMESTEAD,15120,850,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE SHEET FLOORING IN 2ND FLOOR CLOSET; CEILING GLUE DOTS IN MULTIPLE 2ND FLOOR AREAS; & PIPE INSULATION FROM TWO RISERS,1026,t,2019-07-10,2020-07-10,JOE YAKUBISIN,t,f,2020-07-10,PAA,COMPLETE,40.4077987994242,-79.9068643265781
1752988,PAA204460,VACANT RESIDENCE,547  LARIMER AVE,TURTLE CREEK,15145,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE SHEET FLOORING IN KITCHEN,200,f,2020-10-20,2021-10-19,JOE YAKUBISIN,t,f,2021-10-19,PAA,COMPLETE,40.4118155939852,-79.8254837407321
1752989,PAA190686,PITTSBURGH ARS (BLDG 125) - 237 DEFENSE AVENUE,,CORAOPOLIS,15108,1250,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE SHEET FLOORING IN ROOMS 009; 101; 113; 114; 115; 117 & 118 AND TRANSITE TABLE TOP IN ROOM 113,3774,t,2019-10-14,2019-12-30,JOE YAKUBISIN,t,f,2019-12-30,PAA,COMPLETE,40.5218528027528,-80.1747735140551
1752990,PAA224081,3903 - 3911 LIBERTY AVENUE (3903-05-07-09-11),3903  LIBERTY AVE,PITTSBURGH,15224,850,961,UNIS DEMOLITION COMPANY,REMOVE SHEET FLOORING ON 1ST & 2ND FLOORS OF EACH BUILDING,352,f,2022-03-01,2022-07-01,JOE YAKUBISIN,t,f,2022-07-01,PAA,COMPLETE,40.4626839106614,-79.9592052123485
1752991,UND200003,RONBALD MCDONALD HOUSE,4401 PENN AVE,PITTSBURGH,15224,0,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE SHEET FLOORING UNDER CABINETS IN KITCHENETTES ON 8 FLOORS,80,t,2020-01-20,2020-02-29,ELIZABETH LETURGEY,t,f,2020-02-29,UND,COMPLETE,40.4664244919867,-79.9529937512755
1752992,PAA220056,MERCY HOSPITAL 3RD FLOOR OR,1400 LOCUST ST,PITTSBURGH,15219,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE SHEET FLOORING; FLOOR TILE; FLOOR MASTIC & PIPE INSULATION,605,t,2022-01-31,2022-12-30,JOE YAKUBISIN,t,f,2022-12-30,PAA,COMPLETE,40.4360439740714,-79.9854587006851
1752993,PAA180306,PERRY SHOPS,7910  PERRY HWY,PITTSBURGH,15237,850,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE SHEET FLORRING & MASTIC FROM HAIR SALON UNDER HA-06; FLOOR TILE & MASTIC IN DRY CLEANERS MAIN AREA; UNDER WOOD; WINE & SPIRTS UNDER HA-18 & CARPET; CEMENTITIOUS PANES IN DRY CLEANER BASEMENT; VARIOSE CEMENTITOUS MATERIALS THROUGHTOUT WINE & SP,20122,f,2018-05-08,2019-05-08,JOE YAKUBISIN,t,f,2019-05-08,PAA,COMPLETE,40.5521949834468,-80.037728462877
